date,total_value,cash,positions
2026-03-24,91586.40027723466,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-25,92280.70233232214,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-26,90453.04152479698,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-27,88714.41828155871,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-30,89042.39916600256,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-31,91246.98372471344,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-01,91833.26107125949,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-02,91617.51217673213,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-06,92384.47734798807,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-07,93257.08348609516,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-08,94146.40158776417,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-09,94839.0730161924,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-10,95440.71532699812,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-13,96647.25534719053,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-14,97768.07320735774,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-15,98883.23670645726,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-16,98857.12921489654,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-04-17,100283.58943454135,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
